編號,公布日期,證券代號,證券名稱,處置起訖時間,處置原因,處置內容,收盤價,本益比
"785","111/05/18","2743","山富","111/05/19~111/06/01","最近30個營業日內有12個營業日","山富國際旅行社股份有限公司股票(代號：2743)因最近30個營業日內有12個營業日經本中心公布注意交易資訊，爰自111年05月19日起10個營業日(111年05月19日至111年06月01日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。","59.70","N/A"
"786","111/05/13","3629","地心引力","111/05/16~111/05/27","因連續3個營業日達本中心作業要點第四條第一項第一款","地心引力股份有限公司股票(代號：3629)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自111年05月16日起10個營業日(111年05月16日至111年05月27日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","31.50","N/A"
"787","111/05/13","4944","兆遠","111/05/16~111/05/27","因連續3個營業日達本中心作業要點第四條第一項第一款","兆遠科技股份有限公司股票(代號：4944)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自111年05月16日起10個營業日(111年05月16日至111年05月27日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每60分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","8.13","N/A"
"788","111/05/12","4804","大略-KY","111/05/13~111/05/26","因連續3個營業日達本中心作業要點第四條第一項第一款","大略國際控股有限公司股票(代號：4804)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自111年05月13日起10個營業日(111年05月13日至111年05月26日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。","13.70","N/A"
"789","111/05/12","6113","亞矽","111/05/13~111/05/26","因連續3個營業日達本中心作業要點第四條第一項第一款","亞矽科技股份有限公司股票(代號：6113)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自111年05月13日起10個營業日(111年05月13日至111年05月26日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。","18.25","13.32"
"790","111/05/10","4944","兆遠","111/05/11~111/05/24","因連續3個營業日達本中心作業要點第四條第一項第一款","兆遠科技股份有限公司股票(代號：4944)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自111年05月11日起10個營業日(111年05月11日至111年05月24日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每45分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","9.35","N/A"
"791","111/05/09","4116","明基醫","111/05/10~111/05/25","連續3個營業日及沖銷標準","明基三豐醫療器材股份有限公司股票(代號：4116)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，且最近3個營業日曾達本中心作業要點第四條第一項第十三款經本中心公布注意交易資訊，爰自111年05月10日起12個營業日(111年05月10日至111年05月25日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。","58.00","23.20"
"792","111/05/05","6241","易通展","111/05/06~111/05/19","連續5個營業日","易通展科技股份有限公司股票(代號：6241)最近30個營業日內曾發布處置，又因連續5個營業日經本中心公布注意交易資訊，爰自111年05月06日起10個營業日(111年05月06日至111年05月19日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","42.40","N/A"
"793","111/05/04","4304","勝昱","111/05/05~111/05/18","因連續3個營業日達本中心作業要點第四條第一項第一款","勝昱科技股份有限公司股票(代號：4304)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自111年05月05日起10個營業日(111年05月05日至111年05月18日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","8.75","2.07"
"794","111/05/04","724346","鈺創國泰15購02","111/05/05~111/05/18","因連續3個營業日達本中心作業要點第四條第一項第一款","鈺創國泰15購02權證(代號：724346)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自111年05月05日起10個營業日(111年05月05日至111年05月18日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","1.95","N/A"
"795","111/05/03","726248","創惟永豐15購02","111/05/04~111/05/17","因連續3個營業日達本中心作業要點第四條第一項第一款","創惟永豐15購02權證(代號：726248)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自111年05月04日起10個營業日(111年05月04日至111年05月17日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","1.35","N/A"
